"date","PX_LAST","PUT_CALL_OPEN_INTEREST_RATIO","EQY_INST_PCT_SH_OUT","PX_VOLUME"
1993-08-17,91.25,NA,NA,NA
1993-08-18,91.9,NA,NA,NA
1993-08-19,91.51,NA,NA,NA
1993-08-20,91.63,NA,NA,NA
1993-08-21,NA,NA,NA,NA
1993-08-22,NA,NA,NA,NA
1993-08-23,91.61,NA,NA,NA
1993-08-24,92.57,NA,NA,NA
1993-08-25,92.71,NA,NA,NA
1993-08-26,92.5,NA,NA,NA
1993-08-27,91.98,NA,NA,NA
1993-08-28,NA,NA,NA,NA
1993-08-29,NA,NA,NA,NA
1993-08-30,91.98,NA,NA,NA
1993-08-31,92.01,NA,NA,NA
1993-09-01,91.49,NA,NA,NA
1993-09-02,90.77,NA,NA,NA
1993-09-03,90.78,NA,NA,NA
1993-09-04,NA,NA,NA,NA
1993-09-05,NA,NA,NA,NA
1993-09-07,89.38,NA,NA,NA
1993-09-08,89.44,NA,NA,NA
1993-09-09,89.27,NA,NA,NA
1993-09-10,89.67,NA,NA,NA
1993-09-11,NA,NA,NA,NA
1993-09-12,NA,NA,NA,NA
1993-09-13,90.01,NA,NA,NA
1993-09-14,89.3,NA,NA,NA
1993-09-15,90.07,NA,NA,NA
1993-09-16,90.11,NA,NA,NA
1993-09-17,89.86,NA,NA,NA
1993-09-18,NA,NA,NA,NA
1993-09-19,NA,NA,NA,NA
1993-09-20,88.81,NA,NA,NA
1993-09-21,87.82,NA,NA,NA
1993-09-22,87.95,NA,NA,NA
1993-09-23,87.97,NA,NA,NA
1993-09-24,87.84,NA,NA,NA
1993-09-25,NA,NA,NA,NA
1993-09-26,NA,NA,NA,NA
1993-09-27,88.23,NA,NA,NA
1993-09-28,87.98,NA,NA,NA
1993-09-29,87.69,NA,NA,NA
1993-09-30,88.09,NA,NA,NA
1993-10-01,88.83,NA,NA,NA
1993-10-02,NA,NA,NA,NA
1993-10-03,NA,NA,NA,NA
1993-10-04,89.16,NA,NA,NA
1993-10-05,89.33,NA,NA,NA
1993-10-06,89.32,NA,NA,NA
1993-10-07,89.02,NA,NA,NA
1993-10-08,89.28,NA,NA,NA
1993-10-09,NA,NA,NA,NA
1993-10-10,NA,NA,NA,NA
1993-10-11,89.37,NA,NA,NA
1993-10-12,89.32,NA,NA,NA
1993-10-13,88.83,NA,NA,NA
1993-10-14,88.45,NA,NA,NA
1993-10-15,88.66,NA,NA,NA
1993-10-16,NA,NA,NA,NA
1993-10-17,NA,NA,NA,NA
1993-10-18,89.41,NA,NA,NA
1993-10-19,90.26,NA,NA,NA
1993-10-20,90.81,NA,NA,NA
1993-10-21,89.82,NA,NA,NA
1993-10-22,90.11,NA,NA,NA
1993-10-23,NA,NA,NA,NA
1993-10-24,NA,NA,NA,NA
1993-10-25,90.68,NA,NA,NA
1993-10-26,92.01,NA,NA,NA
1993-10-27,91.61,NA,NA,NA
1993-10-28,92.04,NA,NA,NA
1993-10-29,91.57,NA,NA,NA
1993-10-30,NA,NA,NA,NA
1993-10-31,NA,NA,NA,NA
1993-11-01,92.4,NA,NA,NA
1993-11-02,93,NA,NA,NA
1993-11-03,92.32,NA,NA,NA
1993-11-04,92.08,NA,NA,NA
1993-11-05,91.9,NA,NA,NA
1993-11-06,NA,NA,NA,NA
1993-11-07,NA,NA,NA,NA
1993-11-08,91.82,NA,NA,NA
1993-11-09,91.17,NA,NA,NA
1993-11-10,92.34,NA,NA,NA
1993-11-11,92.99,NA,NA,NA
1993-11-12,94.41,NA,NA,NA
1993-11-13,NA,NA,NA,NA
1993-11-14,NA,NA,NA,NA
1993-11-15,94.19,NA,NA,NA
1993-11-16,94.21,NA,NA,NA
1993-11-17,93.6,NA,NA,NA
1993-11-18,93.48,NA,NA,NA
1993-11-19,94.03,NA,NA,NA
1993-11-20,NA,NA,NA,NA
1993-11-21,NA,NA,NA,NA
1993-11-22,93.78,NA,NA,NA
1993-11-23,93.64,NA,NA,NA
1993-11-24,93.64,NA,NA,NA
