ticker,USGG10YR Index
field,PX_LAST
date,
2019-08-16,1.5537999999999998
2019-08-19,1.6063
2019-08-20,1.5554999999999999
2019-08-21,1.5893000000000002
2019-08-22,1.6131
2019-08-23,1.5351
2019-08-26,1.5351
2019-08-27,1.4711
2019-08-28,1.4794
2019-08-29,1.4945
2019-08-30,1.4961
2019-09-02,1.4961
2019-09-03,1.4573
2019-09-04,1.4657
2019-09-05,1.5586
2019-09-06,1.5602
2019-09-09,1.6438000000000001
2019-09-10,1.7316
2019-09-11,1.7385000000000002
2019-09-12,1.7715
2019-09-13,1.8958
2019-09-16,1.8467
2019-09-17,1.8013
2019-09-18,1.7961
2019-09-19,1.784
2019-09-20,1.7215
2019-09-23,1.7267000000000001
2019-09-24,1.6456
2019-09-25,1.7372
2019-09-26,1.6921
2019-09-27,1.6801
2019-09-30,1.6646
2019-10-01,1.6353
2019-10-02,1.5992
2019-10-03,1.5341
2019-10-04,1.529
2019-10-07,1.558
2019-10-08,1.5289000000000001
2019-10-09,1.5836000000000001
2019-10-10,1.6681
2019-10-11,1.729
2019-10-14,1.729
2019-10-15,1.771
2019-10-16,1.7395
2019-10-17,1.7518
2019-10-18,1.7536
2019-10-21,1.7993000000000001
2019-10-22,1.7607
2019-10-23,1.7642
2019-10-24,1.766
2019-10-25,1.7943
2019-10-28,1.842
2019-10-29,1.8385
2019-10-30,1.7715
2019-10-31,1.6909999999999998
2019-11-01,1.7103000000000002
2019-11-04,1.7770000000000001
2019-11-05,1.8584
2019-11-06,1.8283
2019-11-07,1.9173
2019-11-08,1.9417
2019-11-11,1.9417
2019-11-12,1.9346999999999999
2019-11-13,1.8860000000000001
2019-11-14,1.8186
2019-11-15,1.8308
2019-11-18,1.8153000000000001
2019-11-19,1.7826
2019-11-20,1.7449
2019-11-21,1.7723
2019-11-22,1.7706
2019-11-25,1.7551
2019-11-26,1.7414
2019-11-27,1.7654
2019-11-28,1.7654
2019-11-29,1.7758
2019-12-02,1.8189
2019-12-03,1.7157
2019-12-04,1.774
2019-12-05,1.8103
2019-12-06,1.8363
2019-12-09,1.819
2019-12-10,1.8416000000000001
2019-12-11,1.7913999999999999
2019-12-12,1.8921999999999999
2019-12-13,1.8226
2019-12-16,1.8713
2019-12-17,1.8801
2019-12-18,1.9169
2019-12-19,1.9203999999999999
2019-12-20,1.9171
2019-12-23,1.9294
2019-12-24,1.8996
2019-12-25,1.8996
2019-12-26,1.8944
2019-12-27,1.8752
2019-12-30,1.8788
2019-12-31,1.9175
2020-01-01,1.9175
