"date","S5INFT","S5FINL","S5ENRS","S5HLTH","S5CONS","S5COND","S5INDU","S5UTIL","S5TELS","S5MATR"
"2017-01-20","835.97","384.22","547.41","807.33","539.42","667.9622","547","246.97","174.03","321"
"2017-01-23","836.5","381.98","541.29","803.72","538.78","668.4021","543.19","245.77","174.86","321.69"
"2017-01-24","845.11","386.62","546.61","798.49","542.87","673.8477","548.71","245.77","170.19","329.84"
"2017-01-25","854.17","392.98","549.68","805.39","542.96","677.7863","554.4","245.72","169.79","332.2"
"2017-01-26","852.39","394.14","549.61","799.68","540.72","679.3551","555.84","245.79","169.83","332.99"
"2017-01-27","855.21","392.44","544.42","806.11","537.31","677.3403","554.79","245.75","171","332.04"
"2017-01-30","848.2","389.67","534.86","802.77","537.64","676.7931","550.56","245.85","170.2","328.58"
"2017-01-31","843.03","387.01","534.34","814.06","539.51","674.9148","545.43","249.82","170.43","326.49"
"2017-02-01","849.35","387.15","530.33","819.85","536.44","673.7435","544.66","245.5","169.22","328.35"
"2017-02-02","849.56","385.47","533.45","820.89","540.69","673.2322","543.21","247.85","167.1","326.62"
"2017-02-03","855.35","393.13","538.04","825.74","543.55","672.4971","547.42","248.14","167.75","327.2"
"2017-02-06","856.55","391.76","533.27","825.35","541.25","670.4672","547.69","247.76","166.4","326.35"
"2017-02-07","860.08","390.82","525.95","826.09","545.71","669.5474","548.6","248.25","166.47","323.78"
"2017-02-08","861.51","387.87","525.58","824.93","547.9","673.6747","547.96","250.51","166.98","324.51"
"2017-02-09","863.97","393.19","530.46","828.53","550","678.2767","552.01","248.41","167.81","324.39"
"2017-02-10","865.88","394.13","534.42","829.52","549.65","681.9741","556.14","249.94","168.24","327.36"
"2017-02-13","871.5","398.52","534.57","834.87","549.92","682.6732","561.64","250.96","166.12","329.48"
"2017-02-14","873.98","403.46","535.25","840.97","550.41","686.6816","561.98","249.13","165.94","329.78"
"2017-02-15","877.44","406.46","533.36","850.8","554.94","690.1414","564.63","248.17","166.38","329.25"
"2017-02-16","879.29","405.89","526.07","849.58","555.33","687.0824","564.75","250.52","167.14","329.07"
"2017-02-17","881.48","405.77","523.3","850.54","559.01","689.0822","565.73","250.68","168.65","328.18"
"2017-02-21","886.09","407.65","526.88","854.53","564.63","693.2123","568.44","253.39","169.66","329.41"
"2017-02-22","887.51","407.95","518.55","853.32","563.91","693.374","566.79","254.43","169.76","330.32"
"2017-02-23","886.52","408.33","521.17","859.65","565.3","688.4959","562.42","257.1","171.39","328.43"
"2017-02-24","888.27","405.25","516.53","863.34","567.63","691.4286","565.07","260.67","172.62","329.22"
"2017-02-27","887.66","407.09","521.01","866.68","564.51","691.6804","566.73","259.17","170.52","328.05"
"2017-02-28","884.05","406.38","519.74","864.61","565.79","687.21","563.99","261.6","169.77","328.13"
"2017-03-01","897.1","417.94","530.4","873.61","567.94","694.1349","573.26","259.02","170.55","334.11"
"2017-03-02","891.06","411.8","525.9","871.6","567.84","693.1","567.71","260.94","170.64","330.59"
"2017-03-03","892.74","413.42","523.98","875.04","565.64","691.63","568.13","260.03","170.67","330.17"
"2017-03-06","891.28","410.83","525.53","871.16","563.18","689.2338","566.32","259.55","170.31","327.99"
"2017-03-07","892.58","409.65","520.78","865.34","562.56","686.96","564.51","259.56","169.06","326.13"
"2017-03-08","893.48","409.6","507.54","868.01","560.95","689.1066","562.53","255.56","168.36","326.36"
"2017-03-09","892.96","410.86","510.54","873.21","562.17","688.89","559.94","254.95","169.04","325.01"
"2017-03-10","897.57","410.72","510.15","876.38","564.66","689.8243","563.67","257","170.17","326.37"
"2017-03-13","898.61","410.94","510.37","875.03","563.9","691.2034","563.15","257.6","170.43","327.35"
"2017-03-14","896.32","410.46","504.73","872.18","562.96","691.3444","558","257.37","169.6","324.68"
"2017-03-15","901.71","409.91","515.23","882.5","567.19","694.8495","564.2","261.59","171.91","329.8"
"2017-03-16","903.8","411.2","512.24","874.58","567.46","695.1876","562.15","258.75","171.36","327.72"
"2017-03-17","904.38","406.86","511.82","869.94","566.53","695.8159","564.64","260.24","172.3","329.38"
"2017-03-20","905.31","403.22","511.18","868.11","567.19","694.0964","563.55","258.48","171.67","330.66"
"2017-03-21","891.97","391.65","507.58","861.29","566.17","685.4993","554.95","262.11","170.74","325.14"
"2017-03-22","899.07","390.87","507.05","861.95","565.38","686.3333","557.04","263.11","169","326.01"
"2017-03-23","896.17","391.73","505.24","858.81","563.96","687.6404","556.22","262.47","168.86","327.47"
"2017-03-24","896.61","391.36","502.92","858.59","562.48","688.8203","554.62","263.53","169.01","324.4"
"2017-03-27","897.53","389.47","500.87","861.71","562.2","688.9608","552.66","262.32","167.78","325.49"
"2017-03-28","903.95","394.79","507.32","862.17","563.76","694.2512","558.64","262.47","168.13","329.06"
"2017-03-29","905.81","392.65","513.51","862.1","564.48","698.1697","558.31","261.26","167.84","329.02"
"2017-03-30","907.12","397.43","515.92","862.06","563.1","700.0569","561.28","259.48","168.52","328.97"
"2017-03-31","906.21","394.58","514.01","859.75","561.79","700.239","559.63","260.25","167.68","328.73"
"2017-04-03","904.89","393.43","513.13","860.53","560.92","697.0521","558.4","260.25","168.35","327.44"
"2017-04-04","904.82","392.63","516.78","860.1","562.38","696.0612","559.47","261.11","168.9","328.75"
"2017-04-05","901.95","389.87","515.04","857.22","561.48","694.4995","557.74","262.48","168.19","328.32"
"2017-04-06","901.54","392.05","519.14","858.35","561.03","696.9688","559.45","262.08","165.51","329.93"
"2017-04-07","900.93","390.72","517.13","859.9","562.47","694.5152","560.03","260.69","165.83","329.74"
"2017-04-10","899.57","389.71","521.12","858.52","563.97","696.9944","561.25","261.25","165.32","329.74"
"2017-04-11","895.64","388.68","520.68","856.99","564.26","696.64","562.1","261.19","165.41","328.99"
"2017-04-12","892.07","385.2","518.9","857.23","566.81","693.8478","554.68","263.11","166.35","324.99"
"2017-04-13","888.68","380.38","509.4","854.9","563.79","689.2954","550.91","262.15","165.32","321.77"
"2017-04-17","897.33","386.48","510.38","857.55","567.83","695.86","556.54","263.46","165.7","324.17"
"2017-04-18","896.64","383.27","505.94","848.88","570.72","696.1546","555.03","263.89","166.09","323.78"
"2017-04-19","895.94","382.27","498.72","851.13","567.44","696.82","555.71","262.14","165.77","324.06"
"2017-04-20","904.7","388.2","500.67","855.83","566.03","703.77","561.73","261.12","165.34","327.48"
"2017-04-21","904.64","384.67","498.53","851.57","564.69","702.34","562.08","262.52","162.73","327.37"
"2017-04-24","916.39","393.1","501.23","859.64","570.14","706.6027","569.44","263.79","162.67","331.24"
"2017-04-25","922.11","396.36","505.94","863.61","572.03","712.3255","572.51","263.55","162.18","336.51"
"2017-04-26","919.71","396.51","503.91","867.95","567.39","715.8867","571.69","262.53","164.17","336.27"
"2017-04-27","925.25","394.47","498.31","870.21","566.56","719.8105","571.62","263.33","162.04","335.56"
"2017-04-28","928.33","390.76","498.95","872.26","566.54","716.7304","569.18","262.16","160.33","333.17"
"2017-05-01","936.19","392.76","497.84","873.55","563.65","717.2347","567.3","260.45","159.07","332.77"
"2017-05-02","939.04","392.64","495.37","876.26","560.55","718.5463","570.37","261.11","158.99","333.49"
"2017-05-03","937.79","394.99","496.99","872.94","561.29","714.3135","570.8","259.83","157.97","330.17"
"2017-05-04","938.05","395.87","487.54","878.11","565.65","713.5308","571.06","260.9","156.18","330.75"
"2017-05-05","940.98","395.46","495.45","877.59","567.04","717.4967","574.28","262.36","158.45","335.48"
"2017-05-08","944.92","395.05","498.95","872.57","566.86","719.2928","572.56","262.2","158.8","332.47"
"2017-05-09","946.36","393.26","494.67","873.25","564.62","722.7601","573.68","259.91","157.84","330.1"
"2017-05-10","949.98","394.31","499.94","870.32","564.89","720.7579","571.43","260.33","158.3","331.29"
"2017-05-11","948.56","392.22","498.94","870.79","565.39","716.4589","571.26","260.35","157.54","330.41"
"2017-05-12","951.57","390.45","497.35","869.16","564.06","715.1556","567.56","261.68","157.44","329.84"
"2017-05-15","956.88","393.47","500.45","874.29","566.26","715.0596","570.14","262.63","157.06","332.62"
"2017-05-16","961.62","394.13","498.24","870.89","565.22","712.7254","569.42","260.53","156.11","332.6"
"2017-05-17","934.74","382.14","492.61","859.85","564.25","701.2734","557.71","261.17","153.3","325.5"
"2017-05-18","940.2","383.33","492.05","863.41","564.62","705.4475","558.61","262.18","155.15","325.48"
"2017-05-19","944.86","386.54","498.15","865.83","567.65","709.5657","566.2","263.02","156.41","328.42"
"2017-05-22","953.85","387.69","497.31","867.87","571.16","713.4445","570.15","265.39","156.54","328.53"
"2017-05-23","954.61","390.84","498.13","870.89","571.57","710.5591","571.27","266.01","156.75","329.02"
"2017-05-24","959.16","390.68","495.96","872.96","574.33","713.0704","571.61","267.81","155.7","331.28"
"2017-05-25","966.67","391.63","487.09","876.9","578.37","719.6978","575.15","269.69","156.25","330.64"
"2017-05-26","966.77","391.38","487.49","875.05","580.26","721.9126","575.69","269.54","155.99","331.59"
"2017-05-30","969.77","388.36","481.11","873.78","580.17","721.9805","574.93","270.43","158.2","331.18"
"2017-05-31","966.84","385.26","479.19","877.55","581.55","723.7558","575.95","271.69","158.76","332.25"
"2017-06-01","969.59","389.85","482.37","887.94","585.77","730.0002","579.88","273.64","159.71","335.88"
"2017-06-02","979.69","388.41","476.67","893.13","587.79","732.9617","582.73","274.03","159.62","337.11"
"2017-06-05","980.4","388.72","477.46","890.51","588.35","730.5235","580.19","272.72","159.39","335.55"
"2017-06-06","978.62","387.1","483.2","887.92","586.78","724.4439","576.52","272.24","159.32","335.96"
"2017-06-07","981.24","390.28","476.05","890.36","586.34","725.9269","575.71","273.08","159.46","336.31"
"2017-06-08","984.72","394.72","474.73","888.51","581.73","721.2175","577.49","270.68","158.54","337.43"
"2017-06-09","957.79","402.33","486.49","894.13","581.46","718.106","579.87","270.66","159.93","341.93"
"2017-06-12","949.99","402.99","489.77","892.94","581.14","717.3362","582.53","270.06","161.37","340.13"
"2017-06-13","958.08","404.77","493.02","894.09","581.34","721.6582","584.55","270.5","159.71","344.57"
"2017-06-14","953.01","405.52","483.99","898.22","584.83","721.192","583.98","272.1","160.16","340.93"
"2017-06-15","948.43","404.01","480.7","897.33","583.84","717.9568","587.22","273.63","160.23","337.87"
"2017-06-16","946.68","403.58","488.95","898.6","578.04","717.7643","589.36","274.95","160.06","339.25"
"2017-06-19","962.37","407.53","485.6","908.29","580.91","723.5801","592.65","273.92","159.74","342.11"
"2017-06-20","954.87","404.23","479.55","911.31","578.73","714.5154","585.81","274.06","158.09","340.18"
"2017-06-21","961.3","401.07","471.88","922.48","576.46","715.2782","581.9","272.3","156.17","336.36"
"2017-06-22","961.75","398.51","471.28","932.2","572.66","713.99","580.78","271.12","156.04","336.95"
"2017-06-23","968.18","396.69","474.83","931.36","572.93","713.3165","583.04","270.14","155.71","338.12"
"2017-06-26","962.45","398.81","473.69","929.87","575.19","715.3423","582.89","272.24","156.68","339.22"
"2017-06-27","946.39","400.86","472.88","921.32","570.08","710.0245","578.12","268.83","154.44","336.97"
"2017-06-28","958.9","407.19","475.57","926.16","572.35","717.0313","583.28","266.28","155.07","339.69"
"2017-06-29","941.33","409.83","476.16","917.95","565.63","710.0867","578.5","264.1","153.54","335.87"
"2017-06-30","940.28","409.59","477.91","916.93","566.83","714.0551","582.92","263.77","154.03","337.42"
"2017-07-03","932.29","415.07","487.49","918.32","566.18","712.74","586.37","262.35","155.36","340.48"
"2017-07-05","941.97","416.05","477.67","923.3","565.78","711.0107","588.08","261.3","154.81","339.07"
"2017-07-06","933.87","413.29","472.4","911.36","562.7","703.6783","582.4","260.95","151.26","337.67"
"2017-07-07","945.57","415.6","471.95","916.54","562.39","709.4928","586.76","261.32","150.68","339.41"
"2017-07-10","953.28","414.89","473.2","913.91","558.52","711.0564","587.84","260.9","149.92","341.53"
"2017-07-11","956.67","412.07","475.69","913.21","556.86","709.6557","587.65","260.82","148.92","341.02"
"2017-07-12","969.19","412.54","477.09","919.15","559.94","714.9719","591.03","263.03","149.63","344.92"
"2017-07-13","972.39","415.04","479.19","919.95","559.98","715.5303","590.75","262.1","148.78","344.58"
"2017-07-14","981.08","412.9","481.78","925.82","564.15","717.5261","593.52","263.52","149.14","346.31"
"2017-07-17","981.52","412.36","481.12","923.01","564.54","719.3638","592.99","264.55","149.44","346.89"
"2017-07-18","986.79","411.21","478.78","923.46","564.67","722.3632","591.47","265.28","147.98","345.36"
"2017-07-19","992.29","412.07","485.46","930.88","566.4","726.0438","592.4","266.53","148.52","349.14"
"2017-07-20","992.71","411.84","483.73","936.63","565.98","724.1388","588.8","268.3","150.62","346.23"
"2017-07-21","991.97","411.73","479.45","936.04","567.44","724.9587","587.51","270.35","150.66","346.24"
"2017-07-24","994.48","412.99","478.03","935.15","565.36","722.2352","585.19","267.84","149.13","345.77"
"2017-07-25","992.74","418.22","484.07","928.84","569.5","727.5916","584.83","266.48","149.56","349.77"
"2017-07-26","994.72","415.68","484.56","925.96","569.7","727.4601","585.75","268.82","153.99","347.54"
"2017-07-27","986.55","413.49","489.38","919.64","574.78","732.5279","582.56","269.41","162","345.97"
"2017-07-28","985.67","413.61","488.44","924.28","569.53","727.1148","583.81","269.03","161.19","344.73"
"2017-07-31","980.4","416.17","489.57","923.11","569.04","726.6456","582.99","270.04","161.84","342.02"
"2017-08-01","985.56","419.54","489.87","921.07","568.49","728.2342","581.73","271.39","162.32","342.59"
"2017-08-02","990.35","419.79","488.33","919.03","568.08","726.308","584.31","272.63","160.17","342.83"
"2017-08-03","986.91","417.86","481.77","920.6","567.21","724.1527","587.03","273.78","160.31","340.36"
"2017-08-04","989.57","420.88","483.44","918.6","566.14","724.3264","588.4","272.98","161.07","342.01"
"2017-08-07","995.36","420.14","479.27","920.08","570.24","725.6826","587.84","273.53","161.15","342.17"
"2017-08-08","994.04","419.42","478.67","915.62","568.1","725.3693","586.11","274.43","160.28","339.15"
"2017-08-09","994.37","419.08","479.23","917.05","568.88","721.9639","586.11","273.07","159.72","339.63"
"2017-08-10","972.66","411.7","472.82","905.32","566.21","710.9933","578.27","273.76","159.03","335.48"
"2017-08-11","979.93","409.51","469.55","908","566.56","714.6573","578.9","272","158.89","334.78"
"2017-08-14","995.63","415.19","468.29","913.91","569.63","719.5696","584.76","273.58","160.86","337.93"
"2017-08-15","997.92","416.08","466.44","913.71","572.23","713.1045","583.4","274.95","159.24","338.07"
"2017-08-16","1000.54","415.08","461.18","916.03","574.03","716.3107","584.27","275.83","159.41","341.19"
"2017-08-17","980.72","407.86","454.52","904.46","568.87","705.0977","574.29","273.71","156.82","335.93"
"2017-08-18","980.24","407.63","457.09","900.71","566.82","701.6769","572.31","275.43","155.98","336.2"
"2017-08-21","979.66","406.65","454.57","904.83","569.29","702.9822","572.83","276.33","157.08","336.56"
"2017-08-22","993.9","410.91","457.72","915.4","569.5","710.3262","579.2","276.88","158.47","340.61"
"2017-08-23","992.07","409.99","459.47","908.88","567.56","704.367","573.97","277.59","158.4","340.08"
"2017-08-24","990.85","409.65","459.39","911.46","559.93","702.5775","571.73","277.37","157.82","339.59"
"2017-08-25","989.79","410.64","461.78","910.4","561.3","704.3788","574.27","278.22","159.06","340.5"
"2017-08-28","992.5","408.67","459.61","915.9","560.17","705.0529","574.31","278.85","159.03","341.28"
"2017-08-29","996.6","406.76","459.06","917.43","561.7","703.7094","578.04","278.43","158.67","339.38"
"2017-08-30","1004.93","408.48","459.21","922.64","561.53","708.6144","579.91","277.22","157.66","341.85"
"2017-08-31","1012.14","408.45","461.61","938.28","561.81","712.1257","582.01","277.28","156.85","344.67"
"2017-09-01","1011.68","410.24","465.36","937.49","564.14","715.3936","582.9","276.45","156.93","346.85"
"2017-09-05","1002.68","401.21","467.98","933.39","565.22","712.458","576.57","277.26","155.13","341.92"
"2017-09-06","1004.51","402.19","475.65","937.62","567.17","716.3936","577.19","275.81","153.22","342.87"
"2017-09-07","1009.61","395.54","476.48","947.85","568.3","710.2888","577.56","277.8","150.04","343.11"
"2017-09-08","1000.91","398.58","471.43","951.83","564.63","707.7716","579.53","279.03","149.85","343.03"
"2017-09-11","1015.94","405.5","476.23","959.66","568.44","711.5591","584.51","281.62","150.37","347.8"
"2017-09-12","1017.29","410.41","478.7","961.72","569.23","714.6556","587.53","276.69","152.43","350.64"
"2017-09-13","1015.68","411.29","484.63","958.27","569.63","719.7938","586.76","275.22","153.57","350.49"
"2017-09-14","1011.89","409.86","486.5","958.71","567.56","715.8749","589.51","277.62","152.96","351.52"
"2017-09-15","1014.92","411.81","487.76","955.98","568.86","714.2186","591.55","277.9","155.68","351.43"
"2017-09-18","1014.6","415.99","489.89","955.53","569.09","711.1875","594.95","275.17","156.47","353.45"
"2017-09-19","1018.4","419.31","491.73","948.03","567.52","710.8445","595.43","274.58","159.99","355.32"
"2017-09-20","1013.53","421.91","495.11","949.46","562.45","713.3443","599.46","272.45","160.7","356.77"
"2017-09-21","1007.52","422.74","494.78","944.16","556.99","711.6179","601.47","272.2","159.43","355.89"
"2017-09-22","1008.16","422.7","497.41","944.95","555.71","713.1904","603.11","270.25","161.59","354.87"
"2017-09-25","993.8","422.05","504.74","941.79","559.47","711.7459","603.1","272.53","162.98","355.18"
"2017-09-26","997.74","421.66","503.77","940.15","559.96","711.3306","603.04","272.11","161.59","353.76"
"2017-09-27","1009.13","427.14","506.17","939.56","555.88","715.1536","603.22","268.45","161.68","353.67"
"2017-09-28","1010.57","427.66","506.93","940.86","555.98","714.8275","602.67","269.27","162.08","356.16"
"2017-09-29","1018.15","429.08","506.72","946.31","555.39","717.4718","604.38","268.97","162.37","356.15"
"2017-10-02","1018.93","432.89","506.63","955.32","554.28","718.7618","608.67","269.57","162.2","360.05"
"2017-10-03","1021.2","434.19","506.21","955.5","554.79","721.3674","611.59","268.54","163.98","361.6"
"2017-10-04","1019.69","432.79","505.89","959.8","556.82","725.1653","611.25","271.39","164.07","361.53"
"2017-10-05","1030.46","437.06","507.94","960.25","559.08","729.2438","612.66","271.06","163.88","363.66"
"2017-10-06","1033.46","437.25","503.79","959.6","553.77","730.3655","612.37","270.89","160.56","362.96"
"2017-10-09","1035.93","435.62","505.05","953.15","552.3","727.7999","609.97","271.26","160.31","362.98"
"2017-10-10","1036.34","437.42","505.57","955.28","557.76","727.0121","610.67","273.92","160.94","362.98"
"2017-10-11","1041.21","436.81","506.78","957.54","559.09","727.5295","610.45","275.21","159.86","363.18"
"2017-10-12","1041.64","433.67","504.87","955.91","561.35","722.7015","613.59","276.58","154.2","363.87"
"2017-10-13","1047.08","433.5","504.51","953.06","562.1","725.8496","612.01","274.48","153.11","365.6"
"2017-10-16","1050.95","436.29","505.61","949.42","562.33","727.1836","613.08","274","154.3","365.23"
"2017-10-17","1050.68","433.88","506.03","961.89","560.25","727.4531","611.34","275.6","154.62","364.33"
"2017-10-18","1053.83","436.32","502.5","963.46","559.69","725.6014","611.74","275.19","153.72","363.54"
"2017-10-19","1050.18","436.96","500.93","969.29","556.25","725.5277","613.37","277.97","154.43","364.76"
"2017-10-20","1057.29","442.05","502.26","970.4","555.16","727.0294","619.96","278.32","154.76","367.95"
"2017-10-23","1053.02","441.43","499.32","967.86","554.55","722.0087","614.97","278.47","153.27","367.2"
"2017-10-24","1056.78","444.71","500.67","961.36","552.68","724.0117","618.26","278.69","152.33","369.38"
"2017-10-25","1053.21","442.52","497.25","960.24","551.05","721.2383","611.9","277.47","148.86","367.52"
"2017-10-26","1056.84","444.97","498.46","950.36","551.75","723.6031","612.77","277.47","149.63","372.52"
"2017-10-27","1087.6","444.53","499.45","950.09","547.02","735.17","612.26","279.17","149.87","370.49"
"2017-10-30","1092","442.41","501.26","939.87","541.98","732.3005","607.77","279.22","147.76","369.01"
"2017-10-31","1096.28","441.16","503.07","938.35","546.55","731.9747","605.29","279.35","148.26","369.69"
"2017-11-01","1097.08","442.19","508.54","940.2","548.13","732.4838","604.91","277.78","147.59","371.92"
"2017-11-02","1098.29","445.99","506.96","936.3","546.97","726.8618","608.16","278.92","146.1","369.1"
"2017-11-03","1107.65","444.05","508.14","943.75","547.29","729.5107","607.57","279.94","145.95","368.57"
"2017-11-06","1111.48","443.46","519.33","940.57","541.49","734.8762","607.73","278.75","142.39","366.93"
"2017-11-07","1112.74","437.58","518.41","943.1","547.48","730.8188","609.15","282.19","142.74","367.65"
"2017-11-08","1118.2","434.95","516.35","945.21","553.37","731.2371","607.98","282.1","143.4","367.72"
"2017-11-09","1108.68","433.45","517.84","944.9","553.18","732.4533","600.22","282.4","143.78","364.51"
"2017-11-10","1107.67","432.27","513.67","938.63","558.57","734.9576","600.98","281.17","143.99","363.98"
"2017-11-13","1107.52","433.05","510.88","939.64","561.92","737.3101","597.94","284.42","143.64","365.91"
"2017-11-14","1105.7","432.79","503","935.63","563.65","738.0427","595.54","287.82","141.58","361.75"
"2017-11-15","1096.33","433.61","497.09","933.04","557.56","734.7614","592.51","285.1","141.75","359.6"
"2017-11-16","1110.89","433.94","494.2","942.53","566.28","740.6771","597.47","283.95","144.23","364.2"
"2017-11-17","1103.47","433.36","496.33","938.86","563.97","744.2496","594.59","281.84","145.16","364.61"
"2017-11-20","1106.54","435.49","495.3","934.9","563.56","745.4741","597.06","280.96","146.56","365.27"
"2017-11-21","1119.76","436.59","496.41","943.07","565.14","749.9612","600.92","281.63","145.77","367.01"
"2017-11-22","1116.88","434.86","498.58","942.71","564.25","750.7291","601.75","281.55","148.2","366.16"
"2017-11-24","1122.93","434.19","499.94","944.77","564.14","752.3058","601.75","281.99","147.77","367.82"
"2017-11-27","1122.81","434.02","494.8","944.92","564.45","752.8973","602.86","283.29","148.35","365.59"
"2017-11-28","1124.85","445.21","498.87","951.67","568.87","761.0787","611.81","284.5","151.64","369.87"
"2017-11-29","1096.05","453.1","501.51","956.49","571.74","764.4031","617.24","284.67","155.78","370.37"
"2017-11-30","1106.53","455.61","509.28","963.64","576.07","767.8214","626.69","285.52","157.01","372.44"
"2017-12-01","1100.23","456.61","513.33","961.86","577.48","767.9188","619.37","284.51","157.69","369.27"
"2017-12-04","1078.97","463.71","513.18","949.95","582.84","776.7516","624.55","282.86","160.2","372.92"
"2017-12-05","1081.2","461.01","510.46","948.16","581.96","772.0981","618.99","279.34","157.35","371.04"
"2017-12-06","1089.34","459.45","503.88","947.1","585.24","766.7857","619.73","280.41","155.86","368.69"
"2017-12-07","1096.41","460.76","505.47","947.37","579.8","768.5827","625.3","280.68","155.71","371.25"
"2017-12-08","1101.07","463.46","509.77","957.88","581.06","771.9223","627.82","281.58","158.08","371.16"
"2017-12-11","1110.03","462.36","513.4","961.9","581.13","773.8533","626.51","283.31","159.94","371.58"
"2017-12-12","1107.11","467.09","511.74","965.75","581.02","774.0383","627.3","278.36","164.42","371.65"
"2017-12-13","1107.59","461.17","511.04","968.69","584.1","774.4835","629.53","279.1","164.22","372.56"
"2017-12-14","1106.74","458.07","509.38","958.49","581.84","776.5961","625.46","278.7","162.68","368.51"
"2017-12-15","1120.43","462.84","509.24","969.66","588.34","780.7579","629.88","279.74","164.42","370.47"
"2017-12-18","1128.9","466.66","512.76","969.55","587.85","786.9666","634.11","276.5","165.99","375.94"
"2017-12-19","1122.93","464.78","513.32","968.48","588.91","786.2987","634.16","271.52","164.38","375.61"
"2017-12-20","1121.89","463.64","520.38","965.74","586.7","784.7562","636.08","269.4","165.29","375.79"
"2017-12-21","1118.65","467.57","531.21","963.27","586.28","789.6818","636.48","266.2","166.46","377.07"
"2017-12-22","1117.81","466.56","532.36","960.14","587.29","788.3181","636.69","266.59","166.77","378.46"
"2017-12-26","1110.03","465","536.75","960.68","588.82","790.1144","637.02","265.03","167.11","378.16"
"2017-12-27","1111.83","465.3","535.03","962.49","588.78","788.5875","638.62","266.11","166.73","378.68"
"2017-12-28","1112.99","467.19","535.52","963.33","587.64","790.5638","639.66","267.37","167.59","380.15"
"2017-12-29","1106.18","463.94","533.41","956.32","587.39","785.3293","637.81","267.37","166.07","378.94"
"2018-01-02","1121.81","463.66","542.93","968.1","584.18","797.2051","642.65","265.04","166.45","384.63"
"2018-01-03","1133.99","466.14","551.22","977.53","583.83","801.4602","646.02","263.02","162.83","387.49"
"2018-01-04","1139.4","470.51","554.51","978.47","585.34","804.0187","650.89","260.73","163.79","390.73"
"2018-01-05","1152.81","471.92","554.41","987.31","588","810.8978","655.66","260.69","163.93","394.19"
"2018-01-08","1157.02","471.33","557.64","983.52","589.34","811.5916","658.02","263.15","164.12","394.56"
"2018-01-09","1154.03","474.69","555.87","994.31","588.02","812.5461","662","260.52","161.12","393.75"
"2018-01-10","1150.45","478.72","555.32","993.05","585.41","812.416","662.55","257.59","159.67","391.48"
"2018-01-11","1155.94","480.97","566.56","996.94","584.86","825.6093","671.06","256.67","159.97","396.47"
"2018-01-12","1162.94","485.49","572.02","1004.45","584.75","836.202","676.88","255.25","160.48","397.22"
"2018-01-16","1158.12","483.9","564.96","1009.03","587.02","830.4169","670.62","254.59","159.79","392.6"
"2018-01-17","1176.42","487.94","569.78","1018.96","593.86","834.0024","673.68","256.22","160.19","394.53"
"2018-01-18","1178.45","487.24","565.24","1019.13","592","833.5867","669.56","254.62","160.57","394.26"
"2018-01-19","1180.28","490.56","564.66","1023.13","598.6","840.832","670.9","253.87","161.21","396.62"
"2018-01-22","1190.51","494.62","576.52","1029.83","602.69","850.0042","670.69","254.15","164.99","395.8"
"2018-01-23","1198.14","494.83","575.64","1024.5","600.89","857.2858","671.63","256.58","163.07","395.69"
"2018-01-24","1187.27","498.19","574.21","1027.74","601.5","860.7592","670.11","255.07","164.14","397.14"
"2018-01-25","1184.42","497.25","569.76","1036.84","601.63","859.5719","671.14","258.97","165.31","399.95"
"2018-01-26","1203.88","501.29","573.24","1059.33","605.24","867.9961","678.74","259.13","166.88","401.59"
"2018-01-29","1193.4","498.99","564.37","1056.49","602.18","865.5588","674.38","255.82","164.75","397.03"
"2018-01-30","1181.23","492.91","552.97","1034.03","598.08","860.8589","668.63","256.25","164.74","394.14"
"2018-01-31","1189.88","493.45","553.45","1019.08","595.65","857.8785","671.32","259.07","165","394.5"
"2018-02-01","1189.53","498.36","559.54","1019.42","592.95","848.6389","670.05","254.97","169.09","389.06"
"2018-02-02","1154.3","487.21","536.43","1005.73","582.45","841.0663","656.51","253.14","164.75","378.94"
"2018-02-05","1107.78","462.92","513.07","959.93","560.72","812.3123","627.23","248.85","157.75","366.09"
"2018-02-06","1138.99","470.77","516.52","970.79","566.48","832.5222","637.69","245.09","158.75","376.38"
"2018-02-07","1123.36","471.56","507.9","970.02","564.22","830.2307","639.42","243.88","159.22","373.14"
"2018-02-08","1075.94","450.3","492.78","935.46","551.64","796.8939","614.18","240.87","153.14","359.85"
"2018-02-09","1103.12","458.95","491.04","949.09","552.74","802.4946","620.86","246.13","155.32","366.02"
"2018-02-12","1122.89","465.27","499.15","958.25","558.65","813.2919","630.63","248.09","156.61","373.67"
"2018-02-13","1125.89","467.34","496.92","958.75","561.13","817.4567","632.15","249","157.22","372.62"
"2018-02-14","1147.85","478.18","503.89","969.16","560.44","830.1801","639.84","246.05","156.11","377.5"
"2018-02-15","1169.66","481.14","501.76","980.37","569.33","837.6453","649.1","251.27","158.25","380.08"
"2018-02-16","1167.43","480.61","500.52","987.19","571.63","833.9615","649.44","253.15","159.08","378.85"
"2018-02-20","1170.33","479.5","497.69","976.63","558.76","831.275","642.75","249.97","156.35","377.05"
"2018-02-21","1163.35","479.2","489.44","972.27","551.84","830.1971","642.7","246.68","153.78","375.6"
"2018-02-22","1164.32","475.46","494.73","970.81","553.11","831.0536","646.47","247.81","154.02","378.2"
"2018-02-23","1189.61","482.42","505.59","986.16","558.8","842.1334","651.61","254.41","155.24","383.58"
"2018-02-26","1208.38","489.69","508.91","998.11","562.51","849.4117","660.67","253.56","158.07","385.39"
